Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,7323.62367599993,0.4705382056218588,0.6331387732777808,0.3315607449356341,0.09654380573054491,0.45443815237889856,0.9239864014657372,0.4280967712402344,73.31157301563336,73.73966978687359,0.9292473524066164,0.17058209392568563,13.726207548007697,0.40415441096348437,0.5352815808478756,4720,48771,48771,1.0,1.0,896800,203750,48771,243855,154979,3.177687560230465,0.22719669937555753,629.5516194792581,3704.691720220959,175.39751721313223,5.766493268311024e-05,2248.976681136992,23701.40625,1.0,6e-06
2,7364.625812545186,0.4677122714092671,0.5613256776010839,0.2460473489545439,0.07068202983019715,0.373054324974448,0.8414580167792106,0.42123934626579285,62.37659839411815,62.79783774038394,0.9327900541221866,0.17671545235061928,12.733230105597258,0.3893110336197866,0.5276148499711466,4720,48771,48771,1.0,1.0,896800,203750,48771,243855,154979,3.177687560230465,0.22719669937555753,634.0759618662414,3716.553515620297,178.17127488018014,5.294312722980976e-05,2270.7978401400615,23688.048828125,1.0,6e-06
3,7340.013048682129,0.4675338764464714,0.541219774430104,0.22932401643700717,0.0655214390932428,0.36920061511843955,0.8253649096022415,0.4232035279273987,51.3589154767088,51.7821190046362,0.9327281375166382,0.18313924659776934,11.639591528365848,0.3705266595442781,0.5135110891528247,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,650.5314660319127,3706.7082043872797,173.87445325311273,5.3097959607839584e-05,2251.147252968978,23371.1513671875,1.0,6e-06
4,7348.984287505969,0.46440467385481293,0.5299469106394777,0.21984237054718056,0.06165287382064458,0.3637106083349271,0.8126196785593679,0.42595088481903076,50.920948276842566,51.3468991616616,0.9328722007626858,0.18314972634223758,11.59382532218445,0.3678254424044298,0.5117742271417866,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,647.5852144185337,3699.6892414551694,176.47379110194743,6.277812644839287e-05,2253.727185847936,23661.978515625,1.0,6e-06
5,7344.853767185938,0.46371436872500227,0.5229853748713496,0.2150585782612529,0.05999904007590559,0.35852949935366973,0.8063148878126617,0.430059552192688,45.932086916870695,46.36214646906338,0.9334570869913286,0.18710701762168105,11.057430243277194,0.35797395395124637,0.503479237810314,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,663.2547263959423,3700.0279909932287,174.1450711300131,5.3402967751026154e-05,2249.1436395898927,23636.6513671875,1.0,6e-06
6,7310.420495990897,0.4658077850704372,0.5125149876958305,0.21063033298584444,0.059314807138275395,0.35731985299940106,0.8024668768000961,0.4275839924812317,43.96359428696184,44.391178279443075,0.9340730294149351,0.18872402775853955,10.837647525592592,0.3558126962931382,0.5039121014949661,4723,48771,48771,1.0,1.0,897370,203750,48771,243855,154979,3.177687560230465,0.22705238641808842,650.5914525749395,3690.007833880547,175.62586240889505,5.894294008612633e-05,2240.7654405082576,23871.3798828125,1.0,6e-06
7,7328.20867149625,0.46313307279941895,0.5088324504699242,0.20371113052131676,0.05663290821899802,0.3525741269275294,0.7942754917162455,0.4282318353652954,43.526953358433765,43.95518519379906,0.9344820922150892,0.18962419577166142,10.788336978295034,0.3533810915413088,0.5008086861771426,4720,48771,48771,1.0,1.0,896800,203750,48771,243855,154979,3.177687560230465,0.22719669937555753,638.4019213570282,3702.7136395910056,177.22667583590373,6.511015817523003e-05,2251.646565292962,23544.0205078125,1.0,6e-06
8,7329.446118110325,0.45575492579364535,0.5057500736764647,0.20527686464468844,0.05700330910429267,0.3555867863539389,0.7870305535741815,0.4331856071949005,41.96396184469857,42.39714745189347,0.9346982626591989,0.19043818136612858,10.609444590186568,0.34914129193982985,0.49735076697386527,4723,48771,48771,1.0,1.0,897370,203750,48771,243855,154979,3.177687560230465,0.22705238641808842,649.9352939779637,3700.8414660997223,174.99497413169593,5.99161721765995e-05,2245.0138812656514,23676.5126953125,1.0,6e-06
9,7357.199923269916,0.4578123114646516,0.49965739261543585,0.19773727152967968,0.054443465431379796,0.35208577286232734,0.7826535549205725,0.4329501688480377,38.06968542842093,38.50263559726897,0.9353418657131163,0.19474216165179062,10.148568948250933,0.3385680091345374,0.49145848815558946,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,643.4410942390095,3704.889802535763,173.79682222101837,4.0694139897823334e-05,2268.7219634107314,23672.173828125,1.0,6e-06
10,7314.995162317064,0.45462215199517475,0.49588498111841084,0.1953042620760711,0.053494873490186126,0.349606936864558,0.776534082938407,0.4319477379322052,40.32536134234438,40.757309080276585,0.9360922179157095,0.1936311462648405,10.418291742044794,0.3453259901555776,0.4962309519507924,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,648.4766547557665,3695.481459551025,177.06940109888092,4.3966807425022125e-05,2240.7056275811046,23757.32177734375,1.0,6e-06
11,7339.9117135563865,0.45500518634839615,0.49547862728575637,0.19215527537271973,0.052301299844642456,0.34927765909568176,0.775129422008966,0.42997005581855774,38.12260970318456,38.552579759003116,0.9366028081777489,0.19518996627686558,10.155007790152242,0.33834459946950035,0.49199376316224963,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,664.3580869906582,3696.6191529488424,176.43876614281908,3.5670120269060135e-05,2241.0776055241004,23448.41455078125,1.0,6e-06
12,7297.205578070134,0.44997890535955054,0.48831162664823136,0.18924600885241163,0.05144535551026735,0.3494561803588318,0.7661839067014482,0.42696627974510193,36.367876961382265,36.79484324112737,0.9365025768534954,0.19621063356192528,9.939685927897344,0.33502812437793594,0.4880229614776296,4722,48771,48771,1.0,1.0,897180,203750,48771,243855,154979,3.177687560230465,0.227100470362692,636.0712350670947,3698.982391302008,176.38960857503116,3.5173725336790085e-05,2243.53083749488,23568.61572265625,1.0,6e-06
